title,url,price,location,year,mileage
"Nissan Qashqai 1.3 MHEV AUTOMATIK *LED, KAMERA*",https://www.njuskalo.hr/auti/nissan-qashqai-1.3-mhev-automatik-led-kamera-oglas-51036845,23.900 €,,2023,12.175 km
"Nissan Qashqai 1,3 DIG-T, TEKNA, AUTOMATIK,PANORAMA, EKSTRA, U DOLASKU",https://www.njuskalo.hr/auti/nissan-qashqai-1.3-dig-t-tekna-automatik-panorama-ekstra-dolasku-oglas-51036175,18.900 €,"Trnje, Sigečica",2021,74.000 km
Nissan Qashqai 1.3 BUSINESS XTRONIC | 24MJ JAMSTVA | PDV,https://www.njuskalo.hr/auti/nissan-qashqai-1.3-business-xtronic-24mj-jamstva-pdv-oglas-51001246,18.999 €,"Sesvete, Sesvete",2022,111.636 km
Nissan Qashqai 1.3 BUSINESS XTRONIC | 24MJ JAMSTVA | U PDV-U,https://www.njuskalo.hr/auti/nissan-qashqai-1.3-business-xtronic-24mj-jamstva-pdv-oglas-50914151,17.999 €,,2022,141.634 km
Nissan Qashqai Crossover e-Power Business | 24MJ JAMSTVA | U PDV-U,https://www.njuskalo.hr/auti/nissan-qashqai-crossover-e-power-business-24mj-jamstva-pdv-oglas-50869045,22.499 €,,2024,115.159 km
"Nissan Qashqai 1,3 DIG-T 160 N-Connecta | 24MJ JAMSTVA",https://www.njuskalo.hr/auti/nissan-qashqai-1.3-dig-t-160-n-connecta-24mj-jamstva-oglas-50836536,15.999 €,,2020,124.461 km
"Nissan Qashqai 1,5 dCi",https://www.njuskalo.hr/auti/nissan-qashqai-1.5-dci-oglas-50782892,19.169 €,"Župa Dubrovačka, Čibača",2020,105.785 km
"Nissan Qashqai 1,3 DIG-T MHEV N-Connecta X-Tronic",https://www.njuskalo.hr/auti/nissan-qashqai-1.3-dig-t-mhev-n-connecta-x-tronic-oglas-49572773,28.900 €,,2025,12.500 km
"Nissan Qashqai 1,3 DIG-T MHEV N-Connecta X-Tronic",https://www.njuskalo.hr/auti/nissan-qashqai-1.3-dig-t-mhev-tekna-x-tronic-oglas-49383829,28.900 €,,2025,13.700 km
"Nissan Qashqai 1,3 DIG-T MHEV N-Connecta X-Tronic",https://www.njuskalo.hr/auti/nissan-qashqai-1.3-dig-t-mhev-n-connecta-oglas-47914399,28.900 €,,2025,15.670 km
Nissan Qashqai 1.5,https://www.njuskalo.hr/auti/nissan-qashqai-1.5-oglas-51010788,30.900 €,"Maksimir, Lašćina",2022,39.500 km
"Nissan Qashqai 1,3 DIG-T MHEV N-Connecta X-Tronic",https://www.njuskalo.hr/auti/nissan-qashqai-1.3-dig-t-mhev-n-connecta-x-tronic-oglas-50868850,31.900 €,,2026,
NISSAN QASHQAI 2025 • PREMIUM jamstvo • AutoZubak Rabljena,https://www.njuskalo.hr/auti/nissan-qashqai-2025-premium-jamstvo-autozubak-rabljena-oglas-51008067,29.989 €,,2025,9.587 km
"NISSAN QASHQAI 1.3 TEKNA+ 360KAM, PANO, HUD, MRTVI KUT, JAMSTVO 2GOD",https://www.njuskalo.hr/auti/nissan-qashqai-1.3-tekna-oglas-50512274,25.490 €,"Sesvete, Sopnica",2022,65.915 km
Nissan Qashqai 1.5 Dci AT,https://www.njuskalo.hr/auti/nissan-qashqai-1.5-dci-oglas-47754698,16.900 €,"Peščenica - Žitnjak, Savica - Šanci",2020,170.063 km
"Nissan Qashqai 1.3 DIG-T Aut. N-Connecta 158 KS, 360+LED+GR SJED+VIRT+",https://www.njuskalo.hr/auti/nissan-qashqai-1.3-dig-t-aut-n-connecta-158-ks-360-led-gr-sjed-virt-oglas-50984767,29.950 €,"Varaždin, Koprivnička",2025,22.500 km
"Nissan Qashqai 1,3 DIG-T MHEV *TEKNA+* AUTOM/BOSE/PANO/LED/AMB/HEAD-UP",https://www.njuskalo.hr/auti/nissan-qashqai-1.3-dig-t-automatik-oglas-50968487,24.000 €,"Stenjevec, Donje Vrapče",2021,48.681 km
"Rabljeno vozilo Nissan Qashqai 1.5 VC-T e-Power Automatic 190, Benzin",https://www.njuskalo.hr/auti/rabljeno-vozilo-nissan-qashqai-1.5-vc-t-e-power-automatic-190-benzin-oglas-50964195,28.900 €,"Stenjevec, Jankomir",2024,9.362 km
"Nissan Qashqai 1,3 DIG-T MHEV Tekna X-Tronic",https://www.njuskalo.hr/auti/nissan-qashqai-1.3-dig-t-mhev-tekna-x-tronic-oglas-50609311,32.500 €,"Pula, Šijana",2025,17.418 km
"Nissan Qashqai 1,3 DIG-T MHEV Acenta X-Tronic",https://www.njuskalo.hr/auti/nissan-qashqai-1.3-dig-t-mhev-acenta-x-tronic-oglas-50307045,27.500 €,,2025,16.345 km
Nissan Qashqai E-Power 190 LEASING BEZ UČEŠĆA I BEZ JAMACA,https://www.njuskalo.hr/auti/nissan-qashqai-e-power-190-leasing-bez-ucesca-bez-jamaca-oglas-50943213,22.499 €,"Sesvete, Sesvete",2024,115.159 km
"Nissan Qashqai 1,3 automatik",https://www.njuskalo.hr/auti/nissan-qashqai-1.5-automatik-oglas-50677851,21.999 €,"Koprivnica, Podolice",2020,28.000 km
Nissan Qashqai 1.3 LEASING BEZ UČEŠĆA I BEZ JAMACA,https://www.njuskalo.hr/auti/nissan-qashqai-1.3-leasing-bez-ucesca-bez-jamaca-oglas-50887059,33.900 €,"Osijek, Industrijska četvrt",2025,9.184 km
NISSAN QASHQAI 2025 • PREMIUM jamstvo • AutoZubak Rabljena,https://www.njuskalo.hr/auti/nissan-qashqai-2025-premium-jamstvo-autozubak-rabljena-oglas-50869475,29.990 €,,2025,21.936 km
NISSAN QASHQAI 2024 • PREMIUM jamstvo • AutoZubak Rabljena,https://www.njuskalo.hr/auti/nissan-qashqai-2024-premium-jamstvo-autozubak-rabljena-oglas-50836904,25.490 €,,2024,83.647 km
NISSAN QASHQAI 2025 • PREMIUM jamstvo • AutoZubak Rabljena,https://www.njuskalo.hr/auti/nissan-qashqai-2025-premium-jamstvo-autozubak-rabljena-oglas-50819417,29.990 €,,2025,23.961 km
Nissan Qashqai 1.3 LEASING BEZ UČEŠĆA I BEZ JAMACA,https://www.njuskalo.hr/auti/nissan-qashqai-1.3-leasing-bez-ucesca-bez-jamaca-oglas-50791703,25.999 €,"Čepin, Čepin",2023,36.321 km
NISSAN QASHQAI 2025 • PREMIUM jamstvo • AutoZubak Rabljena,https://www.njuskalo.hr/auti/nissan-qashqai-2025-premium-jamstvo-autozubak-rabljena-oglas-50736751,29.990 €,,2025,23.195 km
NISSAN QASHQAI 2025 • PREMIUM jamstvo • AutoZubak Rabljena,https://www.njuskalo.hr/auti/nissan-qashqai-2025-premium-jamstvo-autozubak-rabljena-oglas-50736750,29.990 €,,2025,21.607 km
"Nissan Qashqai 1.5 dCi Acenta 2020g SAMO 56000km KAMERA, PANORAMA⭐⭐⭐⭐⭐",https://www.njuskalo.hr/auti/nissan-qashqai-1.5-dci-acenta-2020g-samo-56000km-kamera-panorama-oglas-49356460,20.900 €,"Novi Marof, Novi Marof",2020,56.000 km
NISSAN QASHQAI 2025 • PREMIUM jamstvo • AutoZubak Rabljena,https://www.njuskalo.hr/auti/nissan-qashqai-2025-premium-jamstvo-autozubak-rabljena-oglas-50704115,29.990 €,,2025,20.931 km
NISSAN QASHQAI 2025 • PREMIUM jamstvo • AutoZubak Rabljena,https://www.njuskalo.hr/auti/nissan-qashqai-2025-premium-jamstvo-autozubak-rabljena-oglas-50677023,29.990 €,,2025,23.139 km
Nissan Qashqai 1.3 automatik,https://www.njuskalo.hr/auti/nissan-qashqai-1.3-automatik-oglas-50362798,34.500 €,"Varaždin, Brezje",2025,
Nissan Qashqai 1.3 DIG-T MHEV X-tronic,https://www.njuskalo.hr/auti/nissan-qashqai-1.3-dig-t-mhev-x-tronic-oglas-50476863,34.900 €,"Stenjevec, Jankomir",2026,9 km
Nissan Qashqai 1.3 DIG-T MHEV X-tronic,https://www.njuskalo.hr/auti/nissan-qashqai-1.3-dig-t-mhev-x-tronic-oglas-50476862,34.900 €,"Stenjevec, Jankomir",2026,9 km
Nissan Qashqai 1.3 DIG-T MHEV X-tronic,https://www.njuskalo.hr/auti/rabljeno-vozilo-nissan-qashqai-1.3-dig-t-mhev-x-tronic-benzin-oglas-50468781,34.900 €,"Stenjevec, Jankomir",2026,6 km
Nissan Qashqai 1.3 DIG-T MHEV X-tronic,https://www.njuskalo.hr/auti/rabljeno-vozilo-nissan-qashqai-1.3-dig-t-mhev-x-tronic-benzin-oglas-50468780,34.900 €,"Stenjevec, Jankomir",2026,8 km
Nissan Qashqai 1.3 DIG-T MHEV X-tronic,https://www.njuskalo.hr/auti/rabljeno-vozilo-nissan-qashqai-1.3-dig-t-mhev-x-tronic-benzin-oglas-50468779,34.900 €,"Stenjevec, Jankomir",2026,9 km
Nissan Qashqai 1.3 DIG-T MHEV X-tronic,https://www.njuskalo.hr/auti/rabljeno-vozilo-nissan-qashqai-1.3-dig-t-mhev-x-tronic-benzin-oglas-50468777,34.900 €,"Stenjevec, Jankomir",2026,6 km
NISSAN Qashqai 1.5dci 116KS 116tkm 2020g KAO NOV BESPLA DOSTAVA U RH⭐,https://www.njuskalo.hr/auti/nissan-qashqai-1.5dci-116ks-116000km-2020g-kao-nov-bespla-dostava-rh-oglas-45633966,18.900 €,"Novi Marof, Grana",2020,119.000 km
"Rabljeno vozilo Nissan Qashqai 1.3 DIG-T MHEV X-tronic, Benzin",https://www.njuskalo.hr/auti/nissan-qashqai-1.3-dig-t-mhev-x-tronic-29.400.00-oglas-50240027,29.400 €,"Stenjevec, Jankomir",2025,22.101 km
Nissan Qashqai 1.3 DIG-T MHEV X-tronic,https://www.njuskalo.hr/auti/nissan-qashqai-1.3-dig-t-mhev-x-tronic-29.400.00-oglas-50134935,29.400 €,"Stenjevec, Jankomir",2025,20.682 km
Nissan Qashqai N-Connecta e-Power 190 X-Tronic,https://www.njuskalo.hr/auti/nissan-qashqai-n-connecta-e-power-190-x-tronic-oglas-44629286,26.500 €,"Novi Zagreb - Zapad, Hrvatski Leskovac",2023,48.000 km
